# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,b455c3037b013d85492d9da2668ec34c,6.76078,3.38489,0.56445,0.589204,0.550314,0.420376,0.416266,1.05859,1.10129,1.15226
03001627,39311ad85e77d3b7492d9da2668ec34c,5.89481,1.16529,0.418183,0.712404,0.676725,-0.11852,-0.1431,1.34716,1.12538,1.49616
03001627,b455c3037b013d85492d9da2668ec34c,3.39677,4.4663,0.536504,-0.425615,-0.457553,0.567283,0.536365,1.06593,1.08903,1.01479
04379243,45b6c77fd17726713002761e7a3ba3bd,5.12452,3.80676,0.579725,0.707748,0.652872,-0.183973,-0.197498,3.8973,2.39827,3.888
02747177,5268d7d72312c3645fa85fb6e983b148,1.23332,3.45814,0.627654,0.574174,0.647996,0.332072,0.374372,1.08969,1.12294,0.98718
04379243,c9c29b00aa05386562daa5fd16a7828d,2.63739,6.12078,0.253722,-0.3518,-0.327597,0.613242,0.626779,2.0742,3.52816,2.01666
03001627,39311ad85e77d3b7492d9da2668ec34c,3.83386,6.6564,0.498932,0.0822546,0.0817387,0.705959,0.698695,1.27121,1.34965,1.38722
03001627,76710f51915396e0327289c00b6dc9ca,6.74676,5.31108,0.498657,0.385727,0.45307,0.600528,0.534143,0.96854,1.11663,1.13369
03001627,39311ad85e77d3b7492d9da2668ec34c,6.8165,2.18212,0.451891,0.602241,0.591376,0.369946,0.388227,1.32646,1.22027,1.27086
03001627,b455c3037b013d85492d9da2668ec34c,4.42874,3.25861,0.507477,0.751799,0.657765,0.0271384,0.0375094,1.10945,1.10964,1.13566
03001627,b455c3037b013d85492d9da2668ec34c,5.0067,3.05741,0.585364,0.626071,0.755472,-0.123588,-0.148402,1.11711,1.04747,1.17526
03001627,b455c3037b013d85492d9da2668ec34c,5.89831,4.55352,0.718198,0.34362,0.474071,0.807635,0.0700576,1.13307,1.09169,1.05589
03001627,76710f51915396e0327289c00b6dc9ca,6.3909,4.09464,0.555859,0.208807,0.0954859,0.62971,0.742124,1.11649,1.02267,1.09261
03001627,39311ad85e77d3b7492d9da2668ec34c,2.98853,2.57597,0.57111,0.828563,0.493719,-0.162554,0.208091,1.22298,1.17118,1.29939
03001627,b455c3037b013d85492d9da2668ec34c,6.25892,4.8665,0.560244,0.466628,0.78296,0.168601,-0.37524,1.0443,1.11742,1.28831
03001627,76710f51915396e0327289c00b6dc9ca,2.51544,2.77926,0.512325,0.161899,-0.522636,-0.464697,0.696202,1.02313,1.01285,1.24472
03001627,b455c3037b013d85492d9da2668ec34c,4.70189,5.57547,0.724494,0.505959,0.725107,-0.0798231,-0.460276,1.09385,1.09992,1.06183
03001627,76710f51915396e0327289c00b6dc9ca,4.48489,7.14673,0.983748,0.642797,0.49319,-0.347142,0.4723,1.09087,1.12575,1.10965
03001627,76710f51915396e0327289c00b6dc9ca,5.35154,5.09369,0.420479,0.772216,-0.621674,-0.121403,0.0496585,1.06579,1.14473,1.03777
03001627,76710f51915396e0327289c00b6dc9ca,-35.8521,38.0082,-183.247,0.24211,0.505603,0.456864,0.690669,1.05095,1.0698,1.09345
