# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,22086876a4f3bba0504721639e19f609,4.00016,4.57321,0.542549,-0.42405,-0.441017,0.571025,0.547372,1.05356,1.10542,0.991648
03001627,b1da0d9aab6d2308608505d960f2a393,4.33807,1.28303,0.582147,0.710492,0.701962,0.0161145,-0.0468027,1.15754,1.0135,1.06988
03001627,d6da5457b0682e24696b74614952b2d0,4.94108,1.24165,0.433966,0.669995,0.728386,-0.115481,-0.0849966,1.02073,0.9776,1.04818
04379243,899f815eaad62b56d8cad143689f8b51,4.39001,4.7459,0.272164,0.548235,0.490987,0.461406,0.495454,1.54501,2.11645,1.3679
03001627,d8e2bf1107567774504721639e19f609,3.98639,2.87398,0.500458,-0.488855,-0.471417,0.521534,0.516516,1.08173,1.07863,1.06488
03001627,b1da0d9aab6d2308608505d960f2a393,5.29989,2.02624,0.565454,0.522378,0.489498,0.484786,0.50249,1.10141,1.11572,0.973244
03001627,d8e2bf1107567774504721639e19f609,5.77294,4.74367,0.517892,0.376808,0.466481,0.570547,0.561148,1.07491,1.02055,1.10083
03001627,b1da0d9aab6d2308608505d960f2a393,2.88024,2.14741,0.580717,0.53733,0.550837,0.446538,0.456572,0.949228,1.05068,1.04469
04379243,612117acf07984468e52a975e7251969,4.76349,1.77782,0.312246,0.53681,0.764201,-0.266733,-0.238085,2.07728,1.92383,2.10503
04379243,612117acf07984468e52a975e7251969,4.2564,3.42797,1.03259,-0.40683,0.551834,0.513397,-0.516132,2.93793,2.01158,1.50022
04379243,612117acf07984468e52a975e7251969,3.56736,2.50298,0.468757,0.708455,0.705695,-0.00598691,0.00706593,2.14489,1.78002,1.69837
04379243,612117acf07984468e52a975e7251969,4.30007,4.05201,0.438035,0.783755,0.431718,0.443978,0.0472341,7.81053,2.2825,18.5802
04379243,612117acf07984468e52a975e7251969,-0.663131,3.01841,0.68401,-0.613605,-0.35294,0.0711751,0.702749,7.13954,15.6022,16.4666
03001627,b1da0d9aab6d2308608505d960f2a393,0.324567,2.56855,0.593733,0.927278,0.321505,0.0878854,0.170487,42.3151,40.8502,59.2986
03001627,b1da0d9aab6d2308608505d960f2a393,3.49267,18.9829,0.601577,0.442112,0.866669,-0.223589,-0.0585714,101.16,20.4378,111.408
03001627,b1da0d9aab6d2308608505d960f2a393,4.95957,28.0917,0.597913,0.351055,0.852214,-0.288084,-0.259805,235.201,73.3854,84.5484
