# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
04379243,68680849282fb0be21ec2f83d790ab97,3.50232,4.69867,0.249388,0.67951,0.729679,-0.0621218,-0.0444385,1.39194,1.46789,1.35046
04256520,681d226acbeaaf08a4ee0fb6a51564c3,2.59756,1.05907,0.668348,0.711749,0.691843,-0.0700564,-0.0992916,2.12875,2.1043,2.34019
04256520,ef479941cb60405f8cbd400aa99bee96,3.69801,5.71628,0.458956,0.0514798,0.0655051,0.717981,0.691059,1.89263,2.36749,2.35841
03001627,3bbcd9e945c6ceb8d3c29b715a9f3afe,2.26685,4.79501,0.546486,-0.41388,-0.430221,0.552871,0.581332,1.14534,1.505,1.01354
03001627,3bbcd9e945c6ceb8d3c29b715a9f3afe,4.74976,4.36256,0.595863,0.520123,0.533052,0.467866,0.475846,1.17562,1.5063,1.02604
03001627,3bbcd9e945c6ceb8d3c29b715a9f3afe,4.07677,1.70724,0.621469,0.589782,0.53666,0.42474,0.428659,1.13083,1.47019,1.1146
04379243,7dd4c0baac6c76703002761e7a3ba3bd,5.01576,1.11317,0.676707,0.534228,0.499034,0.481349,0.4836,1.868,1.83612,1.83476
03001627,3bbcd9e945c6ceb8d3c29b715a9f3afe,1.60963,2.28349,0.659426,-0.468997,-0.406528,0.574638,0.533448,1.15362,1.45876,1.09483
04379243,c5178a8a0da618a25d78ff7fb413274d,2.30056,5.6778,0.435047,0.670781,0.731768,0.0777335,0.0923348,1.26695,1.25621,1.15645
04379243,c5178a8a0da618a25d78ff7fb413274d,4.22214,0.869324,0.553494,-0.462911,-0.465117,0.547423,0.519335,1.19419,1.3909,1.28626
04379243,c5178a8a0da618a25d78ff7fb413274d,4.80925,5.24284,0.485668,0.617713,0.679803,-0.301919,-0.255233,1.2783,1.31047,1.27659
04379243,e97546c24cad95ee9eea323f522c6486,2.86821,4.69638,0.741335,0.459606,0.631135,-0.398672,0.481136,1.90117,1.07593,1.20296
