# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,b1da0d9aab6d2308608505d960f2a393,8.60939,4.2538,0.700145,-0.466488,-0.493155,0.500258,0.537521,1.07839,1.08102,1.06954
03001627,d6da5457b0682e24696b74614952b2d0,9.81016,4.08435,0.586047,0.601399,0.498346,0.4355,0.44756,1.07226,1.02048,1.05196
03001627,22086876a4f3bba0504721639e19f609,2.83086,7.88251,0.570133,-0.405286,-0.397499,0.575568,0.588608,1.18659,1.07467,1.13285
03001627,b1da0d9aab6d2308608505d960f2a393,2.98774,6.90582,0.587577,0.563794,0.626375,-0.390475,-0.370566,1.1041,1.07991,1.09762
03001627,b1da0d9aab6d2308608505d960f2a393,7.48644,4.44587,0.690624,0.165414,0.241842,0.759165,0.581221,0.906612,1.0343,0.927963
03001627,d6da5457b0682e24696b74614952b2d0,2.46771,4.69633,0.454833,0.743006,0.562121,-0.292403,-0.215552,1.03858,1.04035,1.0484
04379243,612117acf07984468e52a975e7251969,5.35706,10.1157,0.638494,0.323332,0.305354,0.542523,0.71266,2.05092,1.89006,2.05659
04379243,612117acf07984468e52a975e7251969,5.53287,9.60309,0.572332,0.559633,0.699832,-0.319062,-0.30862,2.00632,1.74379,1.99116
03001627,b1da0d9aab6d2308608505d960f2a393,7.61207,2.33776,0.746456,0.733631,0.624455,0.216783,0.157628,1.0282,1.06555,1.0408
03001627,b1da0d9aab6d2308608505d960f2a393,8.23069,2.58018,0.778871,0.67398,0.725713,0.119887,-0.0686865,1.06548,1.1009,1.04641
03001627,b1da0d9aab6d2308608505d960f2a393,9.30045,4.34942,0.683623,0.0659202,0.0701391,0.741086,0.664474,1.28457,1.10391,1.09564
03001627,b1da0d9aab6d2308608505d960f2a393,4.985,4.65694,0.625294,0.781961,0.536923,-0.131429,-0.288057,0.97366,1.07191,1.017
04379243,612117acf07984468e52a975e7251969,4.72277,9.45436,0.976664,-0.223278,0.284388,0.721813,-0.590132,1.82755,1.86613,1.80906
03001627,b1da0d9aab6d2308608505d960f2a393,5.9176,6.35592,0.604972,-0.00610773,0.06941,0.669504,0.739534,0.972386,1.07749,1.14302
03001627,22086876a4f3bba0504721639e19f609,9.63908,3.75165,0.936981,0.929084,0.234628,-0.100951,-0.267509,1.14968,1.15936,1.12008
04379243,612117acf07984468e52a975e7251969,6.77367,4.50035,0.566171,0.720647,0.676564,-0.114852,0.0986873,7.06139,2.34901,7.86393
03001627,22086876a4f3bba0504721639e19f609,9.11843,3.71604,0.659975,0.0148802,-0.0125578,-0.545637,0.837795,1.32979,1.13609,1.20806
03001627,b1da0d9aab6d2308608505d960f2a393,10.8508,4.21582,1.18521,-0.196763,-0.577974,-0.35688,0.707013,1.22509,1.06653,1.05876
