# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
04379243,39a71631941673b1c287a33ab134ac42,2.26298,2.29578,0.640396,0.685432,0.669588,-0.198095,-0.206381,1.67231,2.82559,1.65932
04004475,99df53ab6417e293b3b8d66c43b5b940,2.66622,2.04042,0.396498,0.697319,0.71582,0.0361793,0.00623356,0.500667,0.54864,0.637807
03001627,1be38f2624022098f71e06115e9c3b3e,2.88084,3.25261,0.358391,0.660569,0.689107,-0.225742,-0.194475,1.0321,1.13824,1.03192
03001627,4d6f35e7eebab44e2c8a86aeeb3b996e,3.71024,3.30153,0.302035,0.508732,0.648378,0.432858,0.365283,0.961286,1.01848,0.90076
03001627,1be38f2624022098f71e06115e9c3b3e,3.53737,4.16108,0.324109,-0.0962314,-0.038839,0.707198,0.699358,1.0175,1.12012,1.00176
03001627,1be38f2624022098f71e06115e9c3b3e,2.90134,4.76723,0.373354,0.115913,0.102835,0.633685,0.757914,0.96952,1.15229,1.05771
04004475,99df53ab6417e293b3b8d66c43b5b940,1.18819,2.88385,1.01711,0.6625,0.678607,-0.159673,-0.274027,0.92575,1.3723,0.943214
04379243,c9e9466f782d1b4f7fdd70657322b4ac,3.21625,3.67171,0.667257,0.669116,0.648503,-0.269687,-0.242891,1.48952,1.36084,1.47236
02747177,dc7ce614dc719649b394cfa64dfabe8e,5.02054,4.67282,1.04191,0.241535,-0.132684,0.952181,-0.131935,0.545846,0.587245,0.653623
03001627,1be38f2624022098f71e06115e9c3b3e,2.56627,4.2465,0.331184,0.580016,0.739086,0.184959,0.288313,1.19757,1.27088,1.22812
04379243,59027dc9bd7a066ec031b2e122ae5028,3.85599,4.37891,0.885331,0.264276,0.874176,-0.350194,-0.20818,1.56017,1.57557,1.58811
03001627,1be38f2624022098f71e06115e9c3b3e,1.41728,4.88667,1.0022,-0.0650136,0.17331,-0.595687,0.781597,0.973298,1.15888,0.949794
