# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
02871439,c214e1d190cb87362a9cd5247487b619,7.42682,3.80171,0.657251,0.613787,0.665445,0.275374,0.323446,1.3732,1.38258,1.32055
02871439,c214e1d190cb87362a9cd5247487b619,0.492142,3.7398,0.656827,0.652389,0.672223,-0.257136,-0.237455,1.40098,1.42625,1.4114
03001627,b72342e210414024e3e472a115551ec9,1.08134,4.71788,0.59582,-0.253004,-0.239361,0.673856,0.651624,1.18476,1.43575,1.17918
04379243,612117acf07984468e52a975e7251969,1.74069,5.51229,0.413185,-0.280425,-0.22414,0.65434,0.665554,1.71834,1.92049,1.74421
03001627,7729a6ad96985f4ed1ccbd5d84e5bc86,5.94672,4.09583,0.417897,0.328134,0.285061,0.652338,0.620906,1.22703,1.00256,1.21846
02871439,ae26bec5a79f51943da27ece6ae88fff,3.60661,0.567226,1.19987,0.693147,0.491569,-0.452398,-0.270634,1.55234,2.49809,2.6026
02871439,ae26bec5a79f51943da27ece6ae88fff,7.66521,3.7452,1.11534,0.654077,0.574013,0.398317,0.28989,1.82818,2.40002,2.44008
02871439,ae26bec5a79f51943da27ece6ae88fff,0.334195,3.70454,1.18907,0.711261,0.578392,-0.371915,-0.145774,2.1945,2.6115,2.11666
04379243,612117acf07984468e52a975e7251969,2.21697,5.73289,0.464057,0.650233,0.672401,0.227996,0.270355,1.89548,2.12124,1.93123
04379243,612117acf07984468e52a975e7251969,5.74874,3.63063,0.436083,0.661427,0.677321,-0.232874,-0.222533,2.03786,1.84352,2.02843
03001627,7729a6ad96985f4ed1ccbd5d84e5bc86,4.52119,2.85946,0.405634,0.463704,0.479472,0.568626,0.481404,1.22012,1.00674,1.03074
04379243,612117acf07984468e52a975e7251969,6.28543,2.41064,0.492516,0.683519,0.608235,0.189571,0.356252,2.86171,1.78509,2.8588
03001627,7729a6ad96985f4ed1ccbd5d84e5bc86,4.29796,2.36693,0.454371,0.238144,0.242024,0.528626,0.777989,1.43651,1.19547,1.46808
03001627,7729a6ad96985f4ed1ccbd5d84e5bc86,4.34603,4.42403,0.466619,0.668501,0.652972,-0.243988,-0.259238,1.24622,1.14829,1.26687
03001627,7729a6ad96985f4ed1ccbd5d84e5bc86,3.34141,3.89153,0.451523,0.203672,0.612934,0.743767,0.172164,1.2144,1.07411,1.08515
03001627,7729a6ad96985f4ed1ccbd5d84e5bc86,5.45005,4.26608,0.403318,0.628968,0.714371,0.236577,0.195205,1.77459,1.00892,1.73289
03001627,7729a6ad96985f4ed1ccbd5d84e5bc86,4.76153,5.20569,0.466233,0.377956,0.346966,0.667013,0.540238,1.75282,1.11628,1.26719
