# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,db549976c0b7b960d42ec7e303174a87,2.17636,2.14997,0.443793,0.585576,0.599935,0.374772,0.395884,1.44683,1.48011,1.43819
02747177,85d8a1ad55fa646878725384d6baf445,2.57182,1.49866,0.278396,0.556096,0.794473,0.143891,0.19714,0.505728,0.528009,0.539547
03001627,48fd6cc3f407f1d650c04806fcb7ceb6,1.88761,3.20794,0.521914,-0.109527,-0.084186,0.649152,0.74801,1.22902,1.17977,1.35196
03211117,7c06bba1afa0553225a454369d791fb0,2.94123,5.03801,0.923149,0.402824,0.300435,0.659646,0.558872,1.19291,0.863748,0.980455
02871439,a976a61f71a8e700876ba2153f34d1b9,2.83144,5.26277,1.79031,0.345296,0.421305,0.56219,0.622266,1.84518,2.46473,1.83471
02747177,85d8a1ad55fa646878725384d6baf445,3.3227,3.04896,0.286977,0.674469,0.618775,-0.302818,-0.265538,0.445585,0.504327,0.44957
02871439,3d554cb7c74d1fa0820018801b237b3d,1.34465,1.79101,1.58606,0.562861,0.609455,-0.308325,-0.465497,1.7937,2.003,1.57644
03337140,ae4c4273468905586ae3841175e518b2,2.93574,4.31516,0.375887,0.515159,0.593387,-0.403357,-0.468836,1.62627,1.0723,1.33658
04379243,2a0b5875dc999a7a29e047111bd79063,1.62824,5.47069,0.46621,0.273568,0.218997,0.654624,0.669827,2.02497,2.57719,2.15303
03211117,830b29f6fe5d9e51542a2cfb40957ec8,1.87446,1.32737,2.13763,0.360825,0.71218,-0.564237,-0.210335,0.764363,0.900534,0.880393
04379243,6ae77e7aa510e044c955e5ed03ef3a2f,1.90957,1.45252,0.615997,0.181986,0.212545,0.611364,0.74023,2.38849,2.00546,2.55278
02933112,40470660e2b7a9ad6fa0ab61d9f9d96d,4.20457,2.75122,2.3353,0.434194,-0.406553,-0.534022,0.600841,1.02529,1.76506,1.21015
03001627,6f36520144753550f91663a74ccd2338,2.23891,9.85676,0.372635,0.800636,0.46547,0.000464496,0.377253,9.13929,6.29677,62.6102
