# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
04379243,b789ef3e2e28aa0c3b08200028f31a6a,3.80031,5.10257,0.415989,0.609484,0.568047,-0.4032,-0.378526,1.14926,1.24389,1.17704
04256520,117f6ac4bcd75d8b4ad65adb06bbae49,3.01298,4.55427,0.541874,0.589297,0.54969,-0.425147,-0.412092,2.39187,2.66784,2.47415
02871439,e4c42bcbba4ef5b09a2d4f7bacd6e0d8,6.22943,3.87593,1.03315,0.409046,0.375977,0.580502,0.595266,1.77599,2.08839,1.70863
03001627,a8827a6013e06261e27790b0ec8671f7,3.50529,7.55726,0.579585,-0.19874,-0.21803,0.66583,0.6853,1.52895,1.58211,1.48645
02871439,d70d80e5855785a761b9fd1751b9fcb,5.54919,6.77262,0.886425,0.403909,0.347374,0.620646,0.575315,3.06829,2.4146,2.6181
02871439,b6264b92d0cbd598d5919aa833abb5a,5.52131,7.49975,1.12618,0.380884,0.219066,0.655811,0.613881,1.86701,1.99763,1.6217
02871439,8f0baf74e4d91b0d7b39f9a454e866f6,4.98299,8.01344,0.521377,0.380867,0.359156,0.602964,0.601981,1.47644,1.51128,1.3591
02871439,e3ae56f176b77359aa1bd50387389420,6.18224,3.90657,1.55133,0.522203,0.387028,0.563244,0.510166,1.20986,2.5183,1.58971
02871439,8f0baf74e4d91b0d7b39f9a454e866f6,5.30711,7.41381,0.654547,0.33946,0.263849,0.643492,0.6333,4.07704,2.48287,3.37953
04256520,117f6ac4bcd75d8b4ad65adb06bbae49,3.70079,4.6735,0.1177,-0.279677,0.796005,-0.443487,0.302451,2.40993,3.11407,3.17996
