# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03211117,b4386438057e85988bfba3df1f776207,3.17918,2.74583,0.956608,0.634537,0.726589,-0.217295,-0.149045,0.739207,0.633584,0.681438
02933112,8b35178a614ee2f462023490a1e05c18,7.67099,1.75619,1.65321,0.590935,0.591279,0.403765,0.371697,2.49858,2.21511,1.68663
03211117,b4386438057e85988bfba3df1f776207,4.55273,2.45111,0.928025,0.844186,0.481957,-0.0482322,0.229655,0.634321,0.658768,0.534876
03001627,68b88c0be088c21d5e0096fb2d3266a,4.76778,1.41403,0.563149,0.759892,0.631046,-0.0939127,-0.124601,1.06665,0.95378,1.12598
03001627,68b88c0be088c21d5e0096fb2d3266a,2.18823,3.08015,0.555705,-0.417223,-0.446568,0.558381,0.560993,1.05251,1.0281,1.02177
03211117,b4386438057e85988bfba3df1f776207,3.87543,2.65382,0.967933,0.555017,0.827995,-0.0798721,-8.32819e-05,0.612881,0.593009,0.544055
04379243,426fbc6c365147fb6430c2c15987e4cd,3.88049,2.14105,0.407574,0.0845145,0.124452,0.768674,0.621698,5.3539,2.26417,4.68914
03211117,b4386438057e85988bfba3df1f776207,2.51796,2.36117,0.985501,0.594243,0.753936,0.23178,0.157269,0.844146,0.702529,0.820366
03211117,b4386438057e85988bfba3df1f776207,4.71695,1.85338,0.974336,0.149807,0.0726925,0.423806,0.890316,0.583225,0.712618,0.645843
03211117,b4386438057e85988bfba3df1f776207,5.2901,2.24484,0.956448,0.630107,0.76097,-0.0790157,-0.132839,0.621735,0.773193,0.538267
03211117,b4386438057e85988bfba3df1f776207,5.97892,1.66696,0.943333,-0.234071,-0.417837,0.733269,0.482638,0.697481,0.672539,0.691442
03211117,b4386438057e85988bfba3df1f776207,5.88511,2.25,0.954267,0.736071,0.659772,0.0952377,0.117598,0.942089,0.705761,0.64435
03001627,68b88c0be088c21d5e0096fb2d3266a,2.33035,2.54631,0.324739,0.105825,0.809708,0.554087,-0.161743,1.17664,1.09438,0.998109
03001627,68b88c0be088c21d5e0096fb2d3266a,4.88417,3.11723,0.546177,0.649814,-0.266614,0.104504,-0.704086,1.11734,0.967454,0.990193
03001627,68b88c0be088c21d5e0096fb2d3266a,3.05617,3.38179,0.379144,0.525018,-0.8108,-0.18793,-0.177883,1.00229,1.00475,1.09262
03211117,b4386438057e85988bfba3df1f776207,1.87728,1.29062,0.932381,0.781776,0.00890295,-0.407187,-0.472171,60.0601,66.1706,257.288
