# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,7e6b4a7b4dd60c40cc8bd7a04c9659f1,3.90423,3.48733,0.550582,0.0738702,0.0783975,0.707365,0.698593,1.15183,1.0559,1.14894
03001627,f46ccdbf92b738e64b3c42e318f3affc,2.96248,1.68633,0.2625,0.726339,0.63806,-0.183564,-0.177807,1.3024,1.40201,1.2473
04379243,11a559d19457ea3950cf3715818ccfe8,3.40596,2.53232,0.681495,0.109984,0.173236,0.717533,0.665612,2.35215,2.7034,2.17058
02871439,1ab8202a944a6ff1de650492e45fb14f,5.38438,5.12739,0.620119,0.417811,0.295017,0.638969,0.574559,2.77677,1.31109,1.77639
02871439,1ab8202a944a6ff1de650492e45fb14f,2.91567,4.4052,0.569779,0.107839,0.111971,0.566109,0.809539,1.98601,1.12796,1.73136
02871439,1ab8202a944a6ff1de650492e45fb14f,3.86246,0.817055,0.506715,0.723374,0.68341,0.0450395,0.0874786,1.25788,1.06049,1.38084
02871439,1ab8202a944a6ff1de650492e45fb14f,5.77192,3.48763,0.576728,0.529682,0.803498,-0.260373,-0.077673,1.74096,1.35794,1.81282
02871439,1ab8202a944a6ff1de650492e45fb14f,5.04145,0.977501,0.591085,0.742968,0.660761,0.0456773,0.0964774,1.85661,1.13351,1.42845
02871439,1ab8202a944a6ff1de650492e45fb14f,3.52051,5.97538,0.680493,-0.364174,-0.404429,0.571191,0.614456,1.69971,1.0414,1.47606
02871439,1ab8202a944a6ff1de650492e45fb14f,1.60894,0.63636,0.788272,0.769295,0.409983,-0.0706476,-0.48488,1.25676,1.21142,1.17612
02871439,1ab8202a944a6ff1de650492e45fb14f,5.96748,11.2008,0.529299,0.816735,0.412784,0.00228619,0.403173,95.9448,63.9433,247.896
