# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
02801938,b37a77cec9643bae5257c4bca2a1f0,4.73408,8.57991,0.385532,0.191145,0.261822,0.640642,0.696054,0.570359,0.507956,0.543341
04554684,46251e61b0c06c0771ee000eee74cabc,5.44796,4.60783,0.985095,0.651834,0.620281,-0.32043,-0.296123,1.41664,1.46241,1.41911
02747177,93d5f21e94ac5fb68a606c63493ddb7c,0.774686,4.73329,0.400197,-0.412154,-0.516081,0.440959,0.607737,0.503765,0.494625,0.398933
04554684,46251e61b0c06c0771ee000eee74cabc,4.14672,3.59938,1.08531,0.613893,0.669167,-0.250565,-0.335512,1.43097,1.51594,1.41065
02747177,a9cd539f8a5e19e06af350e51093426c,2.55485,6.08599,0.494506,0.67124,0.665621,-0.326148,-0.00371423,0.524267,0.5711,0.553094
02801938,951c5192ed4b3759fb0f1b7266d79466,6.3585,7.95501,0.87868,0.602599,0.753278,-0.260038,0.0427376,0.652663,0.724703,0.558695
04554684,46251e61b0c06c0771ee000eee74cabc,3.85725,4.07274,1.09144,0.73096,0.513987,-0.249854,-0.372944,1.60167,1.53725,1.55051
04554684,46251e61b0c06c0771ee000eee74cabc,5.43599,6.92112,1.0769,0.338793,0.282756,0.629218,0.639807,1.409,1.4483,1.38252
02801938,951c5192ed4b3759fb0f1b7266d79466,0.558455,1.12585,1.14555,-0.0653161,0.00291982,0.948837,-0.308924,0.71974,0.663662,0.703594
04554684,46251e61b0c06c0771ee000eee74cabc,7.69283,6.64093,1.05649,0.665817,0.673572,-0.204742,-0.247124,1.43788,1.50146,1.52722
04554684,46251e61b0c06c0771ee000eee74cabc,6.66414,5.29747,1.09522,0.251593,0.198593,0.726542,0.607782,1.72968,1.51493,1.82528
04554684,46251e61b0c06c0771ee000eee74cabc,4.85872,4.61504,0.716015,0.693967,0.670054,-0.127305,0.23072,1.39658,1.44012,1.46788
04554684,46251e61b0c06c0771ee000eee74cabc,6.27735,5.74139,1.02095,0.546765,0.577001,-0.478645,-0.37285,1.34873,1.5075,1.50513
04554684,46251e61b0c06c0771ee000eee74cabc,7.1869,5.16676,1.06589,0.704816,0.709124,-0.0117327,-0.0154519,1.39707,1.53922,1.36896
04554684,46251e61b0c06c0771ee000eee74cabc,3.22965,4.28309,1.17101,0.709416,0.698025,0.00897679,-0.0969979,1.50849,1.44253,1.36653
04554684,46251e61b0c06c0771ee000eee74cabc,23.2565,16.3286,16.9207,0.81589,-0.10554,-0.553161,-0.131143,1.4769,1.46221,1.36741
