# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
04379243,6fa34794adb6acde24dca86ff4e91ac2,3.31579,5.19714,0.0890011,0.154245,0.207491,0.652817,0.712029,2.38516,2.44242,2.15803
03761084,c597a020f422d48a90071898148dca0e,1.7145,1.75109,1.40477,0.666735,0.722596,-0.171262,-0.0631607,0.848898,0.924744,0.722923
02933112,225905a8841620d7f6fe1e625c287cfa,3.74896,3.8174,0.928134,0.592803,0.543939,0.443368,0.395145,1.71244,1.95013,1.92969
03207941,f4d152d2ffb8b2d9f5f2f72b977592e,1.21783,2.16986,0.552132,0.695463,0.70526,-0.0785781,-0.112981,1.19076,1.28798,1.34339
02933112,4068c751d46ca222de650492e45fb14f,3.06234,5.01689,0.698481,0.140661,0.240273,0.636103,0.719622,2.51616,1.69733,2.11096
02808440,f1910f9ad5c58ba7f5eed355a820c382,2.80058,2.2037,0.482441,-0.368137,-0.398597,0.587883,0.599991,1.27309,1.05732,1.17949
02808440,67855525b642d59344221bef0fa3c36b,3.94182,3.60215,2.05718,0.55246,0.653133,0.367376,0.365021,1.08394,1.23319,1.02098
02808440,f1910f9ad5c58ba7f5eed355a820c382,3.41521,1.4961,1.76553,0.539518,0.706322,0.359248,0.284553,1.12495,1.18027,1.03344
03337140,551404936411078ce5d6e9371bb5c33,3.9949,4.32489,0.513665,0.619578,0.570932,0.402613,0.357857,1.18329,1.19798,1.2491
02808440,be9496165cc6322244221bef0fa3c36b,3.00169,1.83518,1.84724,0.82447,0.0534825,0.0163153,0.563136,0.98093,1.08475,1.70199
02808440,38773e1ff9871cb33321831d2245cf06,2.6066,1.89636,1.1513,0.963259,-0.198007,0.0403473,-0.176909,0.798904,0.720177,0.793281
02808440,e592e2536000ee2644221bef0fa3c36b,3.59702,2.60624,2.07838,0.594854,0.542355,0.440987,0.396901,0.873588,1.46868,1.08523
04330267,b296fbfbbe5dccf09c12d6260da9ac2b,1.42552,1.69464,0.687331,0.756862,0.503175,-0.345594,-0.233537,4.0039,1.57664,3.71635
02808440,67855525b642d59344221bef0fa3c36b,4.09515,5.1029,1.80542,0.246495,0.146004,0.764505,0.577456,0.904516,1.66353,0.788995
02933112,225905a8841620d7f6fe1e625c287cfa,3.49026,2.33186,0.977373,0.701914,0.712149,0.00807978,0.00970873,2.02286,1.91632,2.08548
02808440,67855525b642d59344221bef0fa3c36b,2.09831,2.00773,1.84837,0.150825,0.230657,0.625663,0.729792,1.42078,1.80231,1.11211
02808440,99ee0eaaa7511e2344221bef0fa3c36b,3.4819,3.88777,2.20535,0.851007,0.513394,-0.0728318,-0.0831185,1.08271,1.57565,0.925474
