# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
02871439,4552f6002e96cb00205444155ae5c84d,3.83452,2.55664,1.31492,0.583812,0.583261,-0.408447,-0.390053,1.78914,1.94612,1.8564
03001627,9cd5f64caf7077ec3266c035d8afd13b,1.38686,5.10248,0.659705,-0.12611,-0.08019,0.704856,0.693429,1.4376,1.6281,1.25536
03001627,9e14d77634cf619f174b6156db666192,5.53368,4.32292,0.30581,0.331052,0.362747,0.613101,0.61881,1.42006,1.29681,1.40217
03001627,9cd5f64caf7077ec3266c035d8afd13b,0.807726,3.60586,0.649374,0.60336,0.586633,-0.359606,-0.403115,1.45,1.44447,1.47657
04379243,7f7bc0b7e275d1079477196152a8f4a2,2.80126,5.76577,0.672504,-0.160983,-0.179819,0.627757,0.740047,2.04337,1.94045,1.77848
02933112,94883014b900c6d6647872b8585e132f,8.83581,5.52847,1.64507,0.388062,0.393899,0.617581,0.559326,1.26878,1.84426,1.24566
03001627,b1da0d9aab6d2308608505d960f2a393,5.05708,5.41911,0.66657,0.257056,0.271052,0.630007,0.68084,0.984238,1.20316,0.986718
03001627,3289bcc9bf8f5dab48d8ff57878739ca,2.00017,5.12475,0.420781,-0.0687367,0.0500126,0.712766,0.696231,0.666919,0.517443,0.649432
04379243,612117acf07984468e52a975e7251969,4.87113,4.37518,0.554396,0.554973,0.685333,-0.273108,-0.384365,2.87607,2.13303,2.3416
02933112,bc7973150ac25b1ce08dea88cca8641e,6.47468,3.17532,0.736133,0.720286,0.638383,0.23985,0.126992,2.95823,1.6547,2.43374
02933112,7d95374a9110157c7d8c689e1315827b,7.99893,3.64331,0.53246,0.697919,0.682026,0.161216,0.147509,1.53316,1.41109,1.53106
02933112,7d95374a9110157c7d8c689e1315827b,7.16615,3.15072,0.597952,0.718191,0.587491,0.333707,0.166419,1.76805,1.43196,1.74913
03001627,b1da0d9aab6d2308608505d960f2a393,3.09889,5.34876,0.75264,0.678089,0.666813,0.212752,0.224257,1.02935,1.27645,1.02146
04256520,9ceb81a09813d5f3d2565bc39479705a,2.26884,3.1138,0.548315,0.701741,0.685124,0.173564,0.0896706,2.09615,1.77496,1.98698
02933112,134055516ed892913ba1c51b82b58419,7.93934,7.2702,0.658391,0.345444,0.295287,0.628251,0.631486,1.91291,1.55182,1.72764
03337140,7dc4c1459f2aeaa6eea9d91e5bfcfc8e,8.06278,6.42169,0.723763,0.299641,0.440738,0.380317,0.75586,1.95447,1.5886,1.37586
02933112,462ee81a089208caf2f140388f79bf7c,7.73982,8.1356,1.66926,0.419262,0.520768,0.57065,0.476843,0.866566,0.998912,1.01191
02871439,c214e1d190cb87362a9cd5247487b619,6.33442,2.58587,1.74581,0.6744,0.706739,0.178534,0.117599,1.82827,1.06299,1.59884
02933112,462ee81a089208caf2f140388f79bf7c,8.40234,7.27249,1.67027,0.664433,0.588504,0.318144,0.333131,0.902156,1.00808,1.01217
02933112,bc7973150ac25b1ce08dea88cca8641e,7.02769,7.68143,0.828766,-0.0779379,-0.2027,0.713929,0.66569,1.26901,1.71772,1.50037
02933112,7d95374a9110157c7d8c689e1315827b,7.0608,3.71815,0.809611,0.750374,0.386344,-0.0258642,-0.535732,1.44386,1.58064,1.50928
02933112,462ee81a089208caf2f140388f79bf7c,7.88302,6.03126,0.374464,0.673272,0.553582,-0.361454,-0.331063,1.27997,1.12518,1.15147
03337140,7dc4c1459f2aeaa6eea9d91e5bfcfc8e,6.29448,7.15594,1.13054,-0.185981,-0.10472,0.6823,0.699222,1.41725,1.6497,1.58745
03337140,7dc4c1459f2aeaa6eea9d91e5bfcfc8e,6.02749,2.69806,0.771987,0.65149,0.75235,0.0707241,0.0672928,1.5596,1.2464,2.38533
