# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03211117,d0959256c79f60872a9c9a7e9520eea,7.15374,1.23209,1.12102,0.505079,0.562605,0.491054,0.432708,0.619673,0.623684,0.635064
03211117,d0959256c79f60872a9c9a7e9520eea,6.10266,0.489178,1.23183,0.734631,0.671037,-0.0817992,-0.0577541,2.08298,1.27592,1.9887
03001627,4363eb3e65ada91ae3f7a74e12a274ef,2.08503,3.53466,0.61634,-0.0222783,0.000800111,0.672865,0.739429,1.31277,1.28283,1.29873
03001627,d619fd50c4d0fb46dea83bbf303af433,6.30679,1.04595,0.505209,0.00281723,-0.0413079,0.735401,0.676366,1.32759,1.38195,1.43268
02747177,85d8a1ad55fa646878725384d6baf445,5.54468,2.67611,0.610542,0.695271,0.717846,-0.00747447,-0.0351963,0.976443,1.16575,0.880278
03001627,8ddae5e2493ab76af91663a74ccd2338,3.8439,1.79968,0.645092,-0.00672865,-0.0436416,0.718811,0.693802,1.30563,1.32839,1.1714
04379243,612117acf07984468e52a975e7251969,5.13617,0.777345,0.556464,0.733957,0.668041,-0.0887155,-0.0846053,1.57124,1.95101,1.60215
04379243,c6c412c771ab0ae015a34fa27bdf3d03,0.803698,3.04868,0.865223,0.529578,0.611923,0.406583,0.424014,2.86989,1.95789,2.22711
04379243,c6c412c771ab0ae015a34fa27bdf3d03,4.95231,0.943811,1.09634,0.684851,-0.721215,0.0938887,-0.0448657,1.84273,1.89182,1.91058
03001627,4363eb3e65ada91ae3f7a74e12a274ef,1.4488,3.56562,0.651148,0.666468,0.690166,0.2661,0.0931743,1.47017,1.24651,1.40026
04379243,467e71e8e546721e1aa023603cb7e1bd,4.28824,1.53094,0.560763,-0.376283,-0.162962,0.741355,0.53127,3.04304,1.5357,3.51944
04379243,c6c412c771ab0ae015a34fa27bdf3d03,1.52355,2.81816,0.823393,0.536676,0.632511,-0.439173,-0.345015,3.22911,2.05185,2.67651
04379243,467e71e8e546721e1aa023603cb7e1bd,1.42365,5.13443,0.999995,0.0763749,0.78812,0.608581,0.0516126,2.0157,2.50782,1.40873
03001627,9368cd9028151e1e9d51a07a5989d077,2.49411,2.73253,0.515827,0.450378,0.833985,-0.153861,-0.279205,1.84581,1.86947,2.0177
03001627,dfc9e6a84553253ef91663a74ccd2338,67.3288,7.37931,0.378143,0.82835,0.0675709,0.386723,0.399644,905.841,71.655,391.553
