# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,8ff4ba87d700054546992ce9fde1b2c2,3.71187,6.14763,0.461384,0.424512,0.377166,0.587285,0.576743,1.04566,1.02471,1.0693
04379243,19e80d699bcbd3168821642e9a54505,0.820528,5.64982,0.393951,0.571067,0.543166,-0.45723,-0.41206,1.27764,1.80553,1.38542
02871439,ec882f5717b0f405b2bf4f773fe0e622,4.09233,0.787042,0.967168,0.68413,0.718924,0.111152,0.0525352,2.15847,2.43999,1.73015
04554684,8ba3bb4e5f54bc15eb2160f94b208571,3.19293,7.7173,0.844724,-0.0961529,-0.111627,0.699533,0.699247,1.24057,1.7828,1.27006
04554684,fa4162988208d07a1cc00550ccb8f129,2.32638,7.01716,0.577693,-0.0925375,-0.0729302,0.699827,0.704528,1.11845,1.21929,1.22272
02801938,98c3ddee85264efd7cd51b1084c649a6,5.12534,7.52454,0.226968,0.543051,0.739684,0.115617,0.380258,0.498467,0.478075,0.515237
02871439,ec882f5717b0f405b2bf4f773fe0e622,5.24865,2.48026,0.693505,0.347043,0.448519,0.59836,0.566001,1.42446,1.64593,1.36824
02871439,ec882f5717b0f405b2bf4f773fe0e622,3.09501,4.76095,1.01992,0.763943,0.616415,-0.161545,-0.101615,2.33384,2.17223,2.02558
02801938,d224635923b9ec4637dc91749a7c4915,1.12532,4.82266,0.302697,0.476327,0.702684,0.367014,0.380326,1.22852,1.08574,1.04492
02801938,98c3ddee85264efd7cd51b1084c649a6,-17.918,25.1292,-47.5433,0.692852,0.435129,-0.265336,-0.510114,0.697911,0.578019,0.586177
