# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,9368cd9028151e1e9d51a07a5989d077,3.78728,1.88817,0.475592,0.310098,0.340438,0.63104,0.624283,1.3553,1.51591,1.3535
03001627,c93860b7f38bf628bda72093f9b5aa73,2.20569,2.08234,0.557489,0.436324,0.444423,0.546311,0.560048,1.22122,1.23596,1.14353
02871439,e9b41b47c97866b7e76bc197b3a3ffc0,4.08654,0.869678,1.13488,0.721381,0.67575,0.133297,0.0721275,1.61448,1.24832,1.31861
02933112,8e2f81ceda8e42ee4b4e980f23aaee7,2.81192,0.793412,0.278411,0.70053,0.712708,0.0156205,0.032573,1.74885,1.50557,2.08541
02747177,85d8a1ad55fa646878725384d6baf445,0.646673,1.74062,0.394858,0.442662,0.602625,0.533977,0.394668,0.613665,0.510769,0.594586
02871439,364a2a1172dc0a827c6de7e52b00ebab,3.69983,3.27061,1.10936,0.646392,0.735799,0.198765,0.0356219,3.10805,2.21983,2.17667
02871439,131b5b691ff5bff3945770bff82992ca,0.962445,2.71544,1.58046,-0.0469292,-0.00761578,0.671075,0.739864,2.00171,2.06281,2.16518
03337140,ae4c4273468905586ae3841175e518b2,3.92671,2.66093,0.302692,0.338394,0.239846,0.639686,0.647121,1.13434,1.03178,1.10533
03085013,57a57e95d06b60458ee125fbff9e483f,4.38081,1.85068,0.77041,0.755552,-0.643452,-0.0880318,0.0857939,0.520895,0.433681,0.430133
03211117,6011d9bbe9b04cf7b6b6751f39e7b3e5,1.17892,2.76079,1.12763,-0.120884,-0.104815,0.737143,0.656522,0.705348,0.987346,0.539657
02871439,e9b41b47c97866b7e76bc197b3a3ffc0,3.3978,3.23857,0.446774,0.717254,0.69599,0.0283865,0.0184258,1.28723,1.20102,1.05833
03085013,57a57e95d06b60458ee125fbff9e483f,4.38652,2.51103,0.805073,-0.20982,0.175299,-0.602668,0.749692,0.35499,0.435713,0.374547
04379243,1834fac2f46a26f91933ffef19678834,3.29835,2.6169,0.559794,0.689824,0.641399,-0.232323,-0.24244,4.72038,2.53973,4.51586
03211117,182a5ccd3c0c9887c21c5d9d91c5c9b5,0.494602,2.55505,2.13675,-0.363358,-0.173257,0.549778,0.731913,0.878805,0.866643,0.859617
02773838,8ea3fa037107ec737426c116c412c132,4.60434,3.40842,0.603568,0.695635,0.610148,-0.242942,-0.291189,0.88191,1.06271,0.886623
04379243,1834fac2f46a26f91933ffef19678834,1.45314,2.8306,0.594351,0.659537,0.701079,-0.147354,-0.227566,2.31899,2.36241,2.59863
02773838,54cd45b275f551b276bb31db0358e9c6,3.95011,2.04351,0.992381,0.415982,0.860468,-0.0633454,0.2873,0.735645,0.727321,0.723441
02773838,54cd45b275f551b276bb31db0358e9c6,2.56155,2.47633,0.401294,0.686776,0.215341,-0.359511,-0.593901,8.87203,3.34422,12.5634
02773838,8ea3fa037107ec737426c116c412c132,0.579639,1.05202,0.557571,0.71924,0.656808,-0.155017,0.165125,12.7514,1.18416,4.72752
03001627,9368cd9028151e1e9d51a07a5989d077,-1.64552,1.98358,0.456778,0.433318,-0.341261,0.834011,0.0142402,8.16793,41.1208,170.69
