# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03337140,e58274d0771d56f77984fb9ec7e40829,1.41196,1.31697,0.605739,0.640925,0.710452,-0.109811,-0.269101,1.22478,1.21565,1.5175
02871439,b079feff448e925546c4f23965b7dd40,1.13181,3.01186,1.81497,-0.338391,-0.244291,0.692009,0.589013,1.55617,1.25167,1.61973
02808440,ff507a7e1febf2ea3321831d2245cf06,1.85471,3.51095,0.801644,-0.212917,-0.298454,0.638033,0.67713,0.811198,0.910603,0.830827
04330267,93ebe284d3d0f9d65e723252788c3d6e,1.30204,0.932471,0.982985,0.644289,0.713538,-0.0844881,-0.261948,1.37907,1.71527,1.67217
03761084,88e2e2446a3cd2816694e76612a795a6,1.34701,1.25381,1.5903,0.580068,0.678919,-0.326245,-0.310088,1.05202,1.50838,1.06995
02933112,4caef9af7bd31f195588a2543ef0b0b4,0.843032,2.43685,1.56504,0.551496,0.137507,-0.580838,-0.582728,2.00013,1.77085,2.33124
02933112,2c6aee97b0325e92de650492e45fb14f,1.95843,0.837958,0.662179,0.661288,0.70844,-0.125572,-0.212235,1.23394,1.21145,1.46228
02933112,9c87aebafdb4830ba5dc3fef8d22887b,2.14864,1.35278,0.591946,0.724906,0.664184,0.177225,0.0442862,2.28175,1.09972,1.69165
04379243,7b411de42d4960eb6e25f3efedf6785f,0.976248,1.43726,0.116389,0.708707,0.555335,-0.351331,-0.256717,2.57441,2.72629,2.99661
03337140,e58274d0771d56f77984fb9ec7e40829,2.2829,3.71894,0.416331,-0.0683885,-0.535634,0.440953,0.716924,1.32673,1.32553,1.33635
02933112,dc4affd586bafbc8d45f502ecff9e44f,1.80175,2.4704,1.23635,0.128608,0.935503,-0.0829869,-0.318444,5.66617,2.88377,4.75829
02933112,dc4affd586bafbc8d45f502ecff9e44f,2.30742,3.28729,2.60777,0.835923,-0.265,-0.126005,0.463821,1.92282,1.88857,1.63708
