# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
04256520,377fceb1500e6452d9651cd1d591d64d,1.76562,0.826039,0.560015,0.699944,0.667582,0.186197,0.17246,2.27969,2.08667,2.14681
03001627,dd414923feefc1bd160139aa3ea05a51,2.06058,3.41514,0.539041,-0.18918,-0.203363,0.732334,0.621724,1.22526,1.09218,1.2171
04330267,c586c25a121326bcd621f96e518e01fd,2.06021,6.32684,0.978445,0.385661,0.310518,0.619598,0.609051,1.88331,1.58628,1.72236
02933112,4b80db7aaf0dff0c4da5feafe6f1c8fc,1.77256,6.27485,0.392038,0.354572,0.324252,0.60468,0.635218,1.72545,2.44815,1.77059
03001627,dd414923feefc1bd160139aa3ea05a51,2.68884,2.36833,0.54002,0.632084,0.72173,0.225605,0.169345,1.15697,1.08127,1.18833
02933112,225905a8841620d7f6fe1e625c287cfa,2.28173,5.46957,0.928918,0.337001,0.375242,0.592095,0.628528,1.8695,1.85715,1.95306
03001627,dd414923feefc1bd160139aa3ea05a51,1.89427,2.59318,0.549514,0.674899,0.599692,-0.372355,-0.215017,1.8815,1.0566,2.03931
02933112,7bdeadcf72ee257dce5d6e9371bb5c33,1.44475,6.88703,1.747,-0.0999755,-0.354729,0.499617,0.783935,1.21025,1.02141,1.14948
02933112,7bdeadcf72ee257dce5d6e9371bb5c33,0.547385,5.3223,0.0103938,0.404881,0.361386,0.598507,0.589288,0.896331,0.575896,0.786029
02933112,146c3a9cbe3d8f703fe047712e43e185,1.34249,6.17996,0.704841,0.486994,0.329924,0.371017,0.718563,2.26902,1.86948,3.36416
02808440,52160c130b4c132244221bef0fa3c36b,2.16548,6.60377,1.8534,0.125279,0.33715,0.770239,0.526656,1.54686,1.50277,1.59728
04379243,8ff873162e6237fe571b2dc3839da461,2.31265,2.98638,0.660745,0.742738,0.631366,0.138141,0.175026,1.39394,1.81785,1.653
02933112,7bdeadcf72ee257dce5d6e9371bb5c33,1.43657,6.29327,1.58088,-0.246244,-0.158022,0.803375,0.518634,2.37235,1.48676,1.83017
