# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,4a0b61d33846824ab1f04c301b6ccc90,5.74807,5.74953,0.589658,-0.444124,-0.498876,0.530388,0.522078,1.20133,1.19055,1.26488
04379243,59ef41df3ae8a4026c2e61baa2a8130,6.43895,6.02318,0.431918,0.665247,0.652802,-0.268609,-0.2432,1.38012,1.90634,1.37218
02933112,1c898677c5b4291c847857e42f50ec6e,5.30423,3.8034,0.854613,0.631923,0.662485,0.275398,0.29316,1.79645,1.73329,1.78785
04256520,8a5a40fe10eb2b2eb022c94235bc8601,4.93148,7.09629,0.481714,0.249838,0.260522,0.695212,0.621602,2.24429,1.90986,2.23613
02933112,d4fe9416de5e2a95b022c94235bc8601,5.15795,3.98638,0.18405,0.622061,0.685179,0.253874,0.281279,2.00888,1.42321,2.01301
02747177,85d8a1ad55fa646878725384d6baf445,5.86311,1.84674,0.226976,0.667944,0.596972,-0.391002,-0.211172,0.32105,0.408937,0.341671
02747177,85d8a1ad55fa646878725384d6baf445,7.33559,5.36466,0.274734,0.708652,0.531117,0.368153,0.283179,0.57124,0.401403,0.651696
03001627,bdbf18aefa5b980585b479b317175b55,3.49958,7.85537,0.519772,-0.0770928,-0.0328455,0.674018,0.733946,2.98625,1.21176,1.57063
03001627,95d082c78ea0b1befe52ffd0e748a1ab,5.60433,1.30073,0.388846,0.653034,0.585259,0.320147,0.358502,1.18753,1.21274,1.20029
02808440,4a7d4186a966d777e49bb55b21b2d30a,4.7526,1.08679,0.27044,0.638711,0.674369,-0.266635,-0.257255,1.62175,1.46165,1.62259
04379243,f8c37aece2b1c730928918e6ee92e0f2,4.11678,6.10413,0.304604,0.672716,0.657124,-0.250109,-0.230406,1.33579,1.3227,1.31776
03211117,d0959256c79f60872a9c9a7e9520eea,8.33554,4.79086,1.53751,0.627698,0.646808,-0.0891647,-0.423893,0.999937,1.03248,0.990636
02818832,4dbd37cb85686dea674ce64e4bf77aec,2.66694,3.89929,0.533872,0.521289,0.492848,-0.499595,-0.485555,4.4722,3.07805,4.5643
04379243,e20f1fff2b84f8ea71ba8e8bdf40d1ea,3.72837,6.62703,0.403348,0.394637,0.874967,0.275461,0.0530635,0.910773,0.976453,0.977661
04379243,f8c37aece2b1c730928918e6ee92e0f2,4.08345,8.16783,0.421156,0.19488,0.170957,0.651755,0.712749,0.765357,1.85227,0.966007
02818832,4dbd37cb85686dea674ce64e4bf77aec,1.83601,3.34994,0.679747,-0.40615,-0.319998,0.646455,0.561016,3.9783,2.98633,3.56915
03001627,bdbf18aefa5b980585b479b317175b55,2.31129,7.13606,0.480986,0.614361,0.648832,-0.39975,-0.204395,1.82049,1.39769,1.91898
