# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
02747177,85d8a1ad55fa646878725384d6baf445,1.2832,0.944908,0.283953,0.778923,0.472152,-0.310262,-0.272193,0.338835,0.450974,0.368057
03211117,bbfac23f57b5fbd820e867fd9fb7164,0.710639,3.40149,1.13887,0.507615,0.623378,0.430415,0.41045,1.91233,1.42879,1.46499
03001627,8a948db5f12d02af492d9da2668ec34c,4.95907,1.65912,0.453381,0.705431,0.694518,0.108438,0.0908457,1.34565,1.37564,1.30188
03001627,8a948db5f12d02af492d9da2668ec34c,3.12656,0.972896,0.484907,0.722517,0.686566,0.0737146,-0.0340852,1.19745,1.31125,1.10862
03001627,bdc892547cceb2ef34dedfee80b7006,1.34529,1.56003,0.448694,-0.0570019,-0.0594059,0.706012,0.703398,1.23611,1.3887,1.33309
03001627,bdc892547cceb2ef34dedfee80b7006,3.08752,3.16082,0.46903,-0.0644797,-0.109454,0.730353,0.671153,1.29835,1.33113,1.35299
03001627,bdc892547cceb2ef34dedfee80b7006,2.42394,3.20944,0.464789,0.111091,0.105299,0.70417,0.693336,1.31635,1.32434,1.36276
04379243,685b5890e66bd010dcba2d9cc78a3a32,3.27149,2.26762,0.509946,0.736353,0.66797,-0.0834721,-0.0680631,3.4486,2.23348,2.68759
03001627,bdc892547cceb2ef34dedfee80b7006,2.40884,1.15282,0.453259,0.664714,0.646976,0.240807,0.285638,1.29623,1.36043,1.29967
03001627,bdc892547cceb2ef34dedfee80b7006,2.58479,0.44344,1.19691,0.957142,-0.264942,0.0928273,0.0711894,1.31465,1.39477,1.34666
03001627,bdc892547cceb2ef34dedfee80b7006,4.26139,0.466371,1.1665,0.82351,-0.408267,0.179223,0.350753,1.33116,1.32906,1.383
