# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
04554684,5e411987081d3f3af44ef865a534c948,2.04683,6.41671,0.730769,-0.192505,-0.226722,0.718389,0.628854,1.17916,1.43042,1.27374
02747177,85d8a1ad55fa646878725384d6baf445,1.9002,5.99589,0.295514,0.622171,0.461156,-0.494518,-0.394576,0.439978,0.480311,0.510884
04554684,5e411987081d3f3af44ef865a534c948,5.22134,7.23407,0.778393,0.225577,0.151551,0.633319,0.724607,1.16584,1.51499,1.33651
02808440,fefaeb0bbd82f411412deb0d2b0f3dcd,6.11393,7.70164,0.583261,-0.214862,0.938943,0.244479,-0.111585,0.767373,0.913344,1.13768
04554684,5e411987081d3f3af44ef865a534c948,5.30011,4.1335,0.730288,0.563701,0.632501,-0.364599,-0.386331,1.47275,1.47479,1.25875
04554684,5e411987081d3f3af44ef865a534c948,2.58179,6.32752,0.647614,0.847474,0.416005,0.293213,0.150841,0.854437,0.910369,0.867424
04554684,5e411987081d3f3af44ef865a534c948,7.0761,7.45763,0.843142,0.0472255,-0.0693805,0.565972,0.820142,1.23349,1.48049,1.5785
04554684,5e411987081d3f3af44ef865a534c948,4.81496,6.97415,0.631881,0.549521,0.582812,-0.52189,-0.293236,1.35351,1.35985,1.25404
04554684,5e411987081d3f3af44ef865a534c948,6.57604,4.75712,0.684463,0.708376,0.703615,0.0229683,-0.0510136,1.17606,1.46977,1.47349
04554684,5e411987081d3f3af44ef865a534c948,4.23032,5.69373,0.594577,0.501394,0.724537,0.126021,-0.455817,1.32761,1.29851,1.4478
04554684,5e411987081d3f3af44ef865a534c948,7.00044,6.934,0.714606,0.722057,0.450517,-0.506431,-0.138549,1.38904,1.41452,1.26297
04554684,5e411987081d3f3af44ef865a534c948,4.00086,3.34226,0.90232,0.650457,-0.186662,0.584596,0.447561,1.55552,1.20353,1.32734
