# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,7212bdfab35f72b23002761e7a3ba3bd,3.51178,1.37488,0.48615,0.467909,0.458976,0.509145,0.557829,1.38174,1.45361,1.31254
02871439,a976a61f71a8e700876ba2153f34d1b9,2.32254,4.24212,1.66294,0.143424,0.21304,0.678736,0.688013,1.60308,2.75424,1.88126
03001627,d2fe67741e0f3cc845613f5c2df1029a,2.60971,2.08248,0.669132,-0.290935,-0.227443,0.622864,0.689686,1.29227,1.21811,1.29796
02747177,85d8a1ad55fa646878725384d6baf445,4.01843,2.73086,0.310593,0.265162,0.182105,0.729228,0.603949,0.578375,0.534115,0.54339
02773838,54cd45b275f551b276bb31db0358e9c6,2.83628,2.95497,0.274168,0.646515,0.663787,0.232671,0.295413,0.600989,0.672109,0.599195
02871439,348d539dade47e8e664b3b9b23ddfcbc,4.61079,2.54743,1.14855,0.216621,0.312775,0.570728,0.727679,2.56472,2.68451,2.54892
02871439,a976a61f71a8e700876ba2153f34d1b9,3.11495,0.61672,1.71572,0.648349,0.723712,-0.146919,-0.185203,1.82467,2.63634,2.04562
02747177,85d8a1ad55fa646878725384d6baf445,1.99654,3.93938,0.300486,0.784025,0.56324,0.219838,0.140485,0.459773,0.44969,0.442761
02871439,348d539dade47e8e664b3b9b23ddfcbc,0.756421,2.23085,1.15502,0.712343,0.603178,-0.260402,-0.246848,2.34568,2.70129,2.30344
04379243,2a0b5875dc999a7a29e047111bd79063,1.08856,3.70362,0.47939,-0.0934134,0.0202388,0.624057,0.775511,2.01664,2.33641,2.10038
03211117,6011d9bbe9b04cf7b6b6751f39e7b3e5,2.93768,0.791371,1.0915,0.686449,0.697853,-0.0746161,-0.190321,0.644342,0.981862,0.64034
03211117,6011d9bbe9b04cf7b6b6751f39e7b3e5,2.59451,3.98201,1.04272,0.192511,0.230235,0.677074,0.671939,0.611582,0.790479,0.671806
03001627,61b94385426a74323002761e7a3ba3bd,3.34977,1.96668,0.428158,0.667788,0.743995,-0.0224276,-0.00519822,2.18363,1.48155,2.96781
04379243,2a0b5875dc999a7a29e047111bd79063,3.73315,0.671947,0.521673,0.159385,-0.0817058,0.921679,0.344135,2.23577,2.36499,2.3539
