# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
02871439,ec882f5717b0f405b2bf4f773fe0e622,1.03837,0.386111,1.13841,0.687643,0.710523,0.130067,0.0733943,2.15945,3.24353,1.64432
03001627,20d01aedf15d4d1d23561140a396280f,4.53414,1.31292,0.472551,0.664993,0.713623,0.128096,0.179213,1.50898,1.16033,1.6739
04379243,612117acf07984468e52a975e7251969,3.65397,2.60294,0.424585,0.684045,0.715233,0.135847,0.0454819,3.1741,1.87518,2.30693
02933112,81bef552e83476ad3da27ece6ae88fff,1.17125,0.593531,1.62922,0.670844,0.740588,0.0311599,0.0229616,2.11454,2.75455,1.2985
03211117,d0959256c79f60872a9c9a7e9520eea,3.52883,2.90874,0.990905,0.000751259,0.0066589,0.713497,0.700626,0.645107,0.677278,1.19886
03001627,c585ee093bfd52af6512b7b24f3d84,3.42683,1.86199,0.330373,0.226748,0.739229,0.436814,0.459694,3.39995,1.98551,1.98505
02933112,462ee81a089208caf2f140388f79bf7c,1.66488,2.30507,0.172167,0.00542748,-0.0539248,0.725634,0.685943,1.01958,0.846276,1.61151
04379243,be9a0901f9ac115d71b883b95236fc2b,2.33082,2.49808,0.671701,0.553002,0.568356,-0.405754,-0.454449,1.40949,1.75482,1.53658
02747177,62f4ed6e1df63042cecaed25e0da0964,3.2815,0.72248,0.26194,0.672402,0.704262,0.226903,0.020155,0.504394,0.597038,0.512577
02747177,62f4ed6e1df63042cecaed25e0da0964,1.93792,0.610636,0.175916,0.664662,0.564112,-0.421991,-0.248848,0.617828,0.559125,0.721271
03211117,d0959256c79f60872a9c9a7e9520eea,2.90758,2.91578,1.01375,0.709087,0.704456,-0.000141422,0.0306347,0.642282,0.601835,1.02118
