# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,8ddae5e2493ab76af91663a74ccd2338,2.40312,2.06063,0.50102,-0.17696,-0.201729,0.694596,0.667479,1.30017,1.25191,1.28085
03211117,6fcbee5937d1cf28e5dbcc9343304f4a,1.98938,1.25272,1.09721,0.703843,0.633718,-0.261992,-0.185385,0.705324,0.715407,0.662183
03001627,85b16941984902f8facfa12c7d71c89f,3.89902,3.16104,0.453149,0.192783,0.176143,0.703645,0.660827,1.25276,1.01494,1.22921
02871439,b1696f5b9b3926b1a523e28192de797e,4.88236,1.98936,1.11906,0.567102,0.622425,0.383685,0.379168,2.62229,1.93906,2.48074
03001627,85b16941984902f8facfa12c7d71c89f,3.60784,1.03869,0.48568,0.606497,0.603857,0.361468,0.369946,1.26103,1.07178,1.24719
04379243,7f7bc0b7e275d1079477196152a8f4a2,2.73681,1.31474,0.600757,0.637956,0.564201,0.384933,0.355691,1.53959,2.11708,1.826
02747177,85d8a1ad55fa646878725384d6baf445,1.56592,1.77897,0.267037,0.612833,0.612858,0.35031,0.355139,0.522047,0.489129,0.547907
03337140,4427e5eac495c14e40a7c7e360f68f9b,4.53325,2.51227,1.10534,0.51925,0.711157,0.262618,0.394548,4.49937,2.29954,3.21649
03337140,fe998d14e236584ec123147a914238ea,2.56823,4.17621,0.496828,0.787417,0.353522,-0.466597,-0.193092,0.976989,1.01357,0.892773
04379243,c6c412c771ab0ae015a34fa27bdf3d03,2.35778,0.857571,0.513341,0.703586,0.710605,-0.00238985,-0.00109581,1.72178,2.08835,6.15189
04379243,4dd2d2ada39e32d15f522d72d0dd08cc,1.93861,1.62288,0.650066,0.707477,0.623497,-0.123376,-0.309041,1.94372,1.35792,2.15411
03001627,9368cd9028151e1e9d51a07a5989d077,3.3054,2.17708,0.357766,0.411277,0.107089,-0.408026,-0.808021,6.40566,4.75623,14.6675
02871439,ae26bec5a79f51943da27ece6ae88fff,5.1643,2.4201,1.12678,0.492241,0.678489,0.256376,0.481273,10.4435,2.75748,6.32189
