# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
02933112,225905a8841620d7f6fe1e625c287cfa,3.6309,1.46524,1.09831,0.714937,0.683792,0.123892,0.0771004,2.10147,1.99181,2.06334
03001627,b1da0d9aab6d2308608505d960f2a393,6.70568,2.79107,0.625344,0.418288,0.419422,0.549783,0.588947,1.03543,1.16827,1.13559
03207941,fee1215825c04d1d9c12d6260da9ac2b,0.904667,2.65794,1.29036,0.572526,0.550021,-0.40271,-0.455538,1.48489,1.23861,1.27488
04330267,1d032da39f25772fc99ba9ee5d4194d,0.454281,2.52914,1.52979,0.642703,0.524029,-0.353088,-0.433192,1.34136,1.61206,1.35056
03001627,b1da0d9aab6d2308608505d960f2a393,5.38684,3.37803,0.653886,0.573862,0.568916,-0.433547,-0.398817,0.994098,1.27236,1.27687
03337140,eb31fcf943d70e44f9d623e237698c54,1.06835,3.60011,0.472933,-0.133132,-0.0682626,0.693021,0.705222,0.708822,0.625288,0.887611
02933112,a3a6f9e80956ec6f4035f93ab9531db,2.26714,3.58349,0.723587,-0.128395,-0.0953558,0.687492,0.708362,2.14919,1.55164,1.74554
02933112,225905a8841620d7f6fe1e625c287cfa,4.55825,5.13407,1.04781,-0.0509797,-0.0260536,0.725098,0.686262,2.14159,2.10959,2.05742
02933112,7d95374a9110157c7d8c689e1315827b,1.99268,0.8514,0.899599,0.728325,0.634721,0.251738,0.0574432,1.82714,1.44386,1.41781
02747177,85d8a1ad55fa646878725384d6baf445,4.35728,1.71757,0.431705,0.108542,0.7318,0.52708,0.418179,0.487827,0.533276,0.545671
02747177,85d8a1ad55fa646878725384d6baf445,7.61581,2.38824,0.222158,0.591462,0.799689,0.0549058,-0.0874944,0.411167,0.341287,0.397066
03337140,7dc4c1459f2aeaa6eea9d91e5bfcfc8e,2.8465,1.58565,1.43251,0.807678,0.494367,0.317563,0.0490997,3.88149,2.04291,3.24939
02747177,85d8a1ad55fa646878725384d6baf445,5.66782,1.75834,0.280163,0.636851,0.767453,-0.0712753,0.0188585,0.725983,0.52822,0.701162
02933112,7d95374a9110157c7d8c689e1315827b,1.31675,0.864071,1.18806,0.751046,0.392594,-0.529634,0.0358735,1.53455,1.43301,1.35131
02933112,7d95374a9110157c7d8c689e1315827b,2.81359,4.44532,0.435328,0.732738,0.378988,0.494232,0.274224,1.38458,1.44244,1.32202
