# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
02747177,85d8a1ad55fa646878725384d6baf445,3.88298,6.45061,0.331545,0.632627,0.774261,0.00142229,0.0173521,0.421167,0.48721,0.405359
03001627,7121296a75c725aee8f8c11a24c52ebb,3.3984,4.99953,0.414178,-0.355379,-0.371189,0.591818,0.621028,1.14819,1.30353,1.08903
03001627,7121296a75c725aee8f8c11a24c52ebb,2.37331,1.94392,0.416302,0.62305,0.65713,-0.331674,-0.26454,1.16179,1.25709,1.14137
03001627,7121296a75c725aee8f8c11a24c52ebb,4.75691,3.94737,0.397165,0.756679,0.65171,-0.0146439,-0.0499728,1.19032,1.33837,1.3669
03001627,7121296a75c725aee8f8c11a24c52ebb,5.29467,1.76679,0.555385,0.631404,0.519162,0.331371,0.471161,1.25778,1.17992,1.24724
03001627,7121296a75c725aee8f8c11a24c52ebb,2.85281,3.99848,0.464036,-0.453386,0.736411,0.483368,-0.135998,1.16651,1.2194,1.17458
03001627,7121296a75c725aee8f8c11a24c52ebb,5.80402,3.30645,0.560343,0.172015,-0.287599,0.71115,-0.618031,1.25945,1.28107,1.31371
04379243,45b6c77fd17726713002761e7a3ba3bd,3.55955,3.1491,0.446187,-0.421814,-0.322036,0.69579,0.483986,2.49358,2.63741,2.5889
03001627,7121296a75c725aee8f8c11a24c52ebb,0.785893,2.3892,0.609807,0.740063,0.447463,-0.48299,-0.137129,1.22092,1.26533,1.14769
03001627,7121296a75c725aee8f8c11a24c52ebb,3.43249,2.22793,0.759299,0.394874,-0.189095,0.0190854,0.898862,1.24446,1.25127,1.23838
03001627,7121296a75c725aee8f8c11a24c52ebb,0.867615,2.99441,0.586948,0.423888,-0.328007,0.25276,0.805508,1.32162,1.22206,1.34193
03001627,7121296a75c725aee8f8c11a24c52ebb,4.59277,5.41562,0.433117,0.114688,-0.0747849,0.555879,0.81991,1.21288,1.28097,1.31958
03001627,7121296a75c725aee8f8c11a24c52ebb,5.39319,5.65611,0.507168,-0.0238251,0.20695,0.694538,0.688637,1.22952,1.35533,1.25644
03001627,7121296a75c725aee8f8c11a24c52ebb,5.71788,5.18628,0.69601,0.963957,0.0846246,0.222111,-0.119554,1.22016,1.2138,1.28972
03001627,7121296a75c725aee8f8c11a24c52ebb,5.35995,6.82849,0.905583,0.428409,-0.0781807,-0.363162,0.823691,38.4712,10.5769,4.86035
03001627,7121296a75c725aee8f8c11a24c52ebb,1.04872,4.08941,0.47798,0.597997,0.77837,0.0758932,0.175444,1.20086,1.29456,1.30215
