# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,ae9e1ff1ae0b0a8f6ee473575a9f31bd,1.49891,4.91499,0.305311,0.651205,0.649901,-0.277951,-0.276233,1.05684,1.20863,1.06006
04330267,15e020e34e3d2bba60ddc468fe733ed1,1.89756,4.37141,0.78868,0.626945,0.680117,-0.272928,-0.26437,1.18302,1.4382,1.18627
02871439,ec882f5717b0f405b2bf4f773fe0e622,6.3785,2.59568,1.64042,0.62204,0.667344,0.313591,0.2634,1.25921,1.48108,1.27984
02808440,4a7d4186a966d777e49bb55b21b2d30a,1.6031,6.21316,0.245698,-0.261851,-0.263961,0.651764,0.661031,1.52163,1.3534,1.52399
04256520,8efa91e2f3e2eaf7bdc82a7932cd806,6.6977,5.01178,0.518837,0.240715,0.278767,0.637181,0.677012,2.23636,1.8772,2.21442
02933112,1ae6d530ee86ee9a4d87481e09b681b3,4.09425,7.6997,2.03819,0.319474,0.309023,0.663587,0.601742,1.47929,1.43489,1.53982
03642806,22367d72d95e021aa458f8df8b43cd95,2.54526,6.7827,0.80895,0.657596,0.69692,-0.252093,-0.135349,0.432646,0.452619,0.425434
03001627,3289bcc9bf8f5dab48d8ff57878739ca,5.44202,6.01932,0.538977,0.702675,0.604627,0.366295,0.080633,2.20234,0.93683,2.26687
02933112,7d95374a9110157c7d8c689e1315827b,4.9611,6.67879,0.478398,0.308866,0.211993,0.625597,0.684317,1.2196,1.53124,1.22039
02747177,85d8a1ad55fa646878725384d6baf445,5.70688,5.12773,0.221521,0.7733,0.563093,-0.101487,-0.273193,0.563277,0.593712,0.559621
02747177,85d8a1ad55fa646878725384d6baf445,4.97243,5.69552,0.25799,0.516815,0.519679,0.362413,0.575754,0.422653,0.487192,0.534345
02747177,85d8a1ad55fa646878725384d6baf445,6.03093,6.02367,0.387876,-0.353562,-0.0959465,0.467355,0.804592,0.624667,0.711308,0.675132
02933112,225905a8841620d7f6fe1e625c287cfa,3.68993,4.67443,1.01466,0.599941,0.658614,-0.329037,-0.313101,2.85225,2.27349,2.73282
02808440,3d6afd4a791e5bdeb022c94235bc8601,5.13202,6.72843,0.958233,0.754893,0.645651,-0.0832316,-0.0796459,1.86078,1.49712,2.73116
03211117,d0959256c79f60872a9c9a7e9520eea,5.48575,6.33889,1.10976,0.110892,0.379377,0.746378,0.53544,0.917285,0.695759,0.867751
04379243,711d3e719d7655adb8183a4a81361b94,5.99448,3.43443,0.513187,0.668308,0.659001,-0.220623,-0.265346,2.04651,1.87173,2.06687
02818832,4dbd37cb85686dea674ce64e4bf77aec,4.56281,2.12497,0.6841,0.663105,0.684085,0.267654,0.143806,2.78733,2.44924,2.81106
03001627,9368cd9028151e1e9d51a07a5989d077,6.71441,4.28827,0.368746,0.720938,0.486472,0.457993,0.183943,1.61337,1.46737,2.8154
03001627,3289bcc9bf8f5dab48d8ff57878739ca,7.54576,5.76469,0.543314,0.784477,0.469558,-0.298162,0.274246,13.1616,1.33442,2.37382
04379243,5c7dde9febf82c72e4d8d44a2bc9dd4d,4.92354,4.8416,1.36382,0.512142,-0.57286,0.466948,-0.437609,2.40728,2.82586,1.48798
