# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
02871439,3edaff50f5355da2666ec9bdd91ab5f1,3.12257,2.53228,0.992981,-0.501255,-0.496935,0.483378,0.517827,1.98004,2.01499,2.35971
03001627,fdf0fd3b18066cd7e8b2b8dc0c816caf,0.676465,4.41805,0.5854,0.550284,0.513441,-0.459118,-0.471992,1.48576,1.62985,1.79318
04256520,cbd547bfb6b7d8e54b50faf1a96496ef,1.87839,3.3735,0.545355,0.69531,0.71832,0.0230805,-0.00535692,2.02816,2.14926,1.92773
04379243,4be0f809a66f1797ad9d8182e90fd7fb,5.15434,4.29065,0.603233,0.489314,0.554601,-0.466198,-0.485437,2.77009,2.15649,1.83962
02871439,c214e1d190cb87362a9cd5247487b619,5.46526,1.69049,1.80373,0.711791,0.701286,-0.0178963,0.0350732,1.95216,1.02262,1.21448
02808440,67855525b642d59344221bef0fa3c36b,8.99238,3.53943,2.00661,0.476314,0.47583,0.509974,0.535385,1.70861,1.3988,1.03769
04330267,a95a8fc9fa81aadf40332412c5d013fb,8.48844,4.56813,1.18904,0.550485,0.459511,0.450812,0.531587,1.36687,1.55866,1.21621
03001627,3289bcc9bf8f5dab48d8ff57878739ca,4.93668,3.39609,0.558315,-0.0861299,-0.212771,0.68234,0.694062,1.01557,0.921078,0.969375
02933112,dc4affd586bafbc8d45f502ecff9e44f,6.89673,6.25442,1.07856,0.0189841,-0.0276,0.708152,0.705265,1.76395,2.64399,3.78657
02747177,af32b6f5a0343c107c35d3c5d3b1fcf7,2.92101,4.0124,0.228899,-0.223632,-0.218747,0.768327,0.558401,0.566707,0.402401,0.553207
03001627,60647c98b5fc96b13002761e7a3ba3bd,3.42754,5.40911,0.525832,0.682442,0.729998,0.0366588,0.00564058,1.24895,1.41828,1.33647
03207941,f4d152d2ffb8b2d9f5f2f72b977592e,8.18501,2.14042,0.774717,0.694552,0.718946,0.0105012,0.0245661,1.75637,1.23957,1.27358
02808440,e592e2536000ee2644221bef0fa3c36b,8.17568,6.21115,2.08138,0.64758,0.499617,-0.438514,-0.372462,0.855379,1.36531,0.994309
04379243,6fa34794adb6acde24dca86ff4e91ac2,7.88237,6.39832,0.330703,-0.0416627,-0.0569704,0.708424,0.702249,2.04878,2.55478,1.81463
02808440,38773e1ff9871cb33321831d2245cf06,7.56072,1.93145,0.988385,0.68634,0.719911,-0.0603458,-0.0838117,0.579621,0.716889,0.689175
04379243,e0bf1408425c886da159545213d74ea,0.839679,3.24819,0.436598,-0.108642,-0.0973034,0.722556,0.675753,1.22604,1.86936,1.67751
04379243,7b411de42d4960eb6e25f3efedf6785f,8.66056,4.8897,0.388277,0.407363,0.464071,0.532154,0.579228,5.84198,2.71381,3.76535
02773838,54cd45b275f551b276bb31db0358e9c6,0.42614,5.01214,0.00281246,0.608066,-0.736462,0.147798,0.256974,0.649659,0.606761,0.589394
02808440,8c989333427537ce44221bef0fa3c36b,8.07792,4.5163,0.777674,0.54929,0.511287,-0.411021,-0.517618,1.46769,1.32129,1.5227
02933112,45679a0d39b500533dd5cc05646564a4,8.39979,4.09241,0.746012,0.427334,0.30771,0.506929,0.682439,9.1875,2.35961,6.15898
04256520,3f5fdc05fc572730490ad276cd2af3a4,-3.13293,0.775756,1.25891,0.855134,0.39288,-0.141948,0.30699,1.55464,1.52342,1.49714
