# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,b1a30ad2706247b53c5f24f851caaab7,0.695948,4.36686,0.60937,-0.212525,-0.223169,0.666651,0.678679,1.30518,1.02683,1.28138
04379243,3838d78a4b4a76282027cee422df2aa3,2.96585,3.54798,0.679029,0.703471,0.710614,-0.00423891,0.0117857,1.93676,2.45291,2.44786
03001627,b1a30ad2706247b53c5f24f851caaab7,3.32084,4.09738,0.571508,0.0873594,0.1171,0.707176,0.691779,1.18846,1.00699,1.18187
02747177,f7c95d62feb4fb03c0d62fb4fabc5d06,5.1677,2.57327,0.834585,0.530316,0.474577,0.503631,0.489794,1.06153,1.10507,0.963256
03211117,56dee4eb44b2f0e64a6b6d001599a1e5,0.405017,3.91588,1.15995,0.474175,0.523528,-0.494655,-0.506353,1.1136,1.60774,1.21715
03001627,b1a30ad2706247b53c5f24f851caaab7,0.942752,2.96945,0.57898,0.712084,0.700512,-0.014732,0.0447502,1.19352,1.01637,1.25781
03001627,b1a30ad2706247b53c5f24f851caaab7,1.62938,3.06494,0.596412,0.651507,0.73784,0.118236,0.130961,1.28357,1.0406,1.21314
03001627,b1a30ad2706247b53c5f24f851caaab7,3.29041,3.09928,0.572171,0.713078,0.536365,-0.336514,-0.300982,1.30584,0.970094,1.31619
03001627,b1a30ad2706247b53c5f24f851caaab7,1.0375,3.95925,0.596395,0.911302,0.344572,-0.0447311,-0.220903,1.73152,2.03111,1.81034
03001627,b1a30ad2706247b53c5f24f851caaab7,3.2379,4.15512,-0.0350474,0.670141,-0.525422,0.141009,0.504934,1.17082,1.11427,1.27224
03001627,b1a30ad2706247b53c5f24f851caaab7,3.88875,3.78829,0.562518,0.873348,0.454907,-0.0892502,-0.149524,4.5343,1.8442,5.08043
