# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,7e4025dcdad5415386c701087a194026,1.51461,1.34812,0.490462,-0.0446737,-0.0246346,0.711992,0.700332,1.181,1.06326,0.878962
04379243,4d2f7c689e77df6b6dc1766995c17a41,2.03254,0.777707,0.276617,0.697795,0.712171,0.0485304,0.0594999,1.6329,1.59454,1.60852
03001627,95d082c78ea0b1befe52ffd0e748a1ab,3.69329,2.94896,0.436286,-0.069614,-0.0491655,0.691632,0.717204,1.15924,1.17,0.926598
03642806,72133503ddaf54483e725ee552a0026,4.4114,2.96975,0.903134,7.22372e-05,-0.0679807,0.743613,0.665145,0.571905,0.564049,0.62448
03211117,d0959256c79f60872a9c9a7e9520eea,1.5002,0.526215,0.971199,0.754604,0.652276,0.0191837,0.0688515,0.437332,0.447952,0.856299
02933112,81bef552e83476ad3da27ece6ae88fff,0.546136,2.36046,1.25571,-0.0944819,-0.071655,0.71448,0.689534,1.89812,2.14858,1.65852
04379243,d1457e572ef95ddbd2096b2fa6f98cc7,4.39456,2.9742,0.381943,-0.0431015,-0.100578,0.640771,0.759894,1.20185,1.14593,1.12636
02818832,d7b9238af2efa963c862eec8232fff1e,2.3394,2.36988,0.683182,-0.0475147,-0.0490465,0.758456,0.648137,4.47159,2.9978,4.21531
03001627,11e55ca087c74082feec1f13d2353f3,2.14161,1.05441,0.895421,0.976742,0.157146,-0.102294,0.104005,1.19251,1.20663,1.20746
02808440,bf8e5bbe0e0938d98afd316e82119b42,5.0975,2.74086,0.426743,0.43836,0.473753,0.566008,0.512868,2.06102,2.46481,1.73524
