# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
02871439,c214e1d190cb87362a9cd5247487b619,1.15591,0.649286,1.4883,0.689298,0.722036,-0.0430014,0.0410238,1.56663,1.73181,1.58999
04379243,466e5bcb7038889d9d48ed08450a6532,5.5509,5.17964,1.15568,0.705089,0.707511,-0.0470747,-0.00788155,1.23053,1.41803,1.13334
02871439,c214e1d190cb87362a9cd5247487b619,0.56627,5.23624,1.28243,-0.489754,-0.497636,0.522512,0.489368,1.37213,1.22484,1.11624
04379243,e0229fb0e8d85e1fbfd790572919a77f,3.30184,6.36523,1.13273,0.503292,0.517902,-0.5087,-0.46872,0.988684,1.34674,1.04643
03211117,64f6ac23636c5c2c8a17805dbfb751e2,0.534452,5.3678,1.76651,-0.458535,-0.504397,0.532403,0.501873,0.735996,0.965528,1.16876
02871439,4996e0c9dac4ba3649fade4fe2abc936,0.646114,0.7252,1.51713,0.683909,0.728134,-0.0453259,-0.00589894,3.65753,1.99425,2.28913
04256520,60fc7123d6360e6d620ef1b4a95dca08,5.66134,2.34354,1.54448,0.724597,0.688948,-0.0175579,0.00125292,3.88699,4.12914,4.08917
03001627,8ab6783b1dfbf3a8a5d9ad16964840ab,2.94451,0.890138,1.34755,0.566836,0.484562,0.474912,0.467285,1.31438,1.20936,1.26206
03001627,4a19f4e47476ee654b3c42e318f3affc,0.53177,1.96837,1.03419,0.501783,0.471487,-0.491226,-0.533489,1.04264,1.22235,1.1523
04379243,449491be7c2586bf261efd8e659b02a2,3.29472,5.7813,1.1775,0.75501,0.655154,-0.00154314,-0.0270291,0.679244,1.12836,0.697993
03001627,cc3d9160369d09845e61ef8e2af97499,4.33447,1.96474,1.19998,0.645726,0.674868,-0.170858,-0.313686,1.57161,1.39563,1.53815
03001627,cc3d9160369d09845e61ef8e2af97499,0.454888,1.46325,1.05513,0.505619,0.510659,-0.480735,-0.502465,2.55714,1.12735,1.03203
