# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,d6da5457b0682e24696b74614952b2d0,4.54941,5.76412,0.593397,-0.260115,-0.254046,0.651331,0.666009,1.10535,1.16436,1.10231
03001627,d6da5457b0682e24696b74614952b2d0,5.2489,3.17367,0.592207,0.474513,0.570947,0.50064,0.445215,1.03541,1.24064,1.09663
03001627,d6da5457b0682e24696b74614952b2d0,3.89293,2.266,0.52425,-0.492086,-0.359833,0.537622,0.582523,1.0287,1.09178,1.04501
03001627,d6da5457b0682e24696b74614952b2d0,4.42632,1.74098,0.629315,0.625818,0.76993,-0.111584,-0.0557548,1.01628,1.14688,0.974104
02933112,225905a8841620d7f6fe1e625c287cfa,2.51083,0.734298,1.22525,-0.429137,-0.469672,0.605986,0.477525,2.03393,2.79013,1.78651
03001627,d6da5457b0682e24696b74614952b2d0,5.26502,3.97874,0.655428,0.374358,0.520968,0.568399,0.515141,1.0947,1.11517,1.01159
03001627,d6da5457b0682e24696b74614952b2d0,3.9524,3.87947,0.503589,0.530604,0.38026,-0.473693,-0.591166,1.02101,1.16281,0.94701
03001627,d6da5457b0682e24696b74614952b2d0,5.5484,3.57381,0.53281,0.581509,0.371619,-0.47039,-0.549981,1.30232,1.22071,1.01777
03001627,d6da5457b0682e24696b74614952b2d0,5.34837,6.45427,0.561153,0.677639,0.635242,0.0776046,0.362287,12.5735,1.77953,5.88745
03001627,d6da5457b0682e24696b74614952b2d0,5.33413,5.25072,0.5242,0.810427,0.45235,0.0538614,0.368357,9.5171,6.42492,10.9423
03001627,d6da5457b0682e24696b74614952b2d0,6.13002,1.95874,-5.97424,0.461447,0.187086,0.751706,0.43244,0.995863,1.07064,0.957793
