# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03337140,fe998d14e236584ec123147a914238ea,2.88932,5.69191,0.3624,-0.116831,-0.112869,0.685725,0.709501,0.705774,0.684952,0.709269
03211117,ecb96d46eca5724fef0411fcb48f0299,0.543138,5.08327,1.06729,0.487076,0.542878,-0.492364,-0.474992,0.670455,0.764694,0.650491
04379243,24942a3b98d1bcb6a570c6c691c987a8,0.592017,5.0221,0.523531,0.55233,0.466961,-0.450236,-0.523609,1.82915,1.72869,2.0093
03001627,7212bdfab35f72b23002761e7a3ba3bd,1.58258,5.28705,0.476371,0.339581,0.343384,0.577543,0.658191,1.30117,1.34615,1.29469
03337140,fe998d14e236584ec123147a914238ea,3.76607,0.932284,0.581179,0.723259,0.686707,0.0389894,0.0617249,0.789406,0.811676,0.986548
03046257,c45e4604958d9d1d3153a6db1fd05f23,1.26307,2.82686,1.19485,0.658955,0.751958,0.012438,-0.0134998,0.590619,0.58993,0.565824
03337140,fe998d14e236584ec123147a914238ea,1.24732,0.846966,0.631677,0.740954,0.667231,0.0576064,0.0497207,1.20312,0.792438,1.05425
04379243,24942a3b98d1bcb6a570c6c691c987a8,4.80065,0.966976,0.61687,0.715063,0.697905,-0.0174468,0.0361859,1.63885,1.70543,2.56532
02747177,c21d8f5641be31a285cac25b72167160,1.95799,4.6951,0.276093,-0.404402,-0.515702,0.635009,0.408991,0.570662,0.544136,0.490666
03211117,4f11144acd79460b120322eac6386b,3.96933,4.71013,0.987337,-0.0484801,-0.0182497,0.709556,0.702743,0.935148,0.878441,0.932108
03001627,60647c98b5fc96b13002761e7a3ba3bd,2.55956,0.694543,0.647554,0.726787,0.610949,0.192856,0.247648,1.33135,1.25177,1.34944
02747177,c21d8f5641be31a285cac25b72167160,3.76463,1.84864,0.275697,0.628021,0.772114,-0.0959541,-0.0149412,0.661459,0.405657,0.526312
03001627,60647c98b5fc96b13002761e7a3ba3bd,4.67082,2.13261,0.591103,0.034919,0.0118106,0.694278,0.718762,1.33399,1.36718,1.29567
04379243,24942a3b98d1bcb6a570c6c691c987a8,4.33929,4.63836,0.477638,0.0154234,-0.031342,0.672288,0.739465,1.693,1.64788,2.32078
03001627,60647c98b5fc96b13002761e7a3ba3bd,4.37708,2.68366,0.531675,0.647997,0.744618,-0.0971974,-0.127264,1.26489,1.34656,1.4674
04379243,24942a3b98d1bcb6a570c6c691c987a8,4.11334,3.13361,0.602648,0.507635,0.133645,0.584073,0.619116,3.65299,1.7126,2.6073
04379243,24942a3b98d1bcb6a570c6c691c987a8,3.97504,2.73805,1.04485,-0.356473,0.738165,0.558994,-0.124761,2.94978,1.71493,1.84061
04379243,24942a3b98d1bcb6a570c6c691c987a8,3.54844,2.41481,1.09208,-0.238941,0.505502,0.586254,-0.586244,3.26114,1.71346,2.04152
