# catid-cad,id-cad,tx,ty,tz,qw,qx,qy,qz,sx,sy,sz
03001627,60167ae64899f8ae966a40fb39b34846,5.35725,1.56145,0.583366,0.666676,0.700608,0.206394,0.148636,1.02701,1.00085,1.04667
02933112,8994e11588b62bdfed208c42f7ada5c4,4.12283,1.30416,0.665306,0.629554,0.738516,0.17898,0.161934,2.13693,2.28073,2.41482
03001627,60167ae64899f8ae966a40fb39b34846,2.25658,2.63688,0.827877,0.644727,0.617618,-0.320677,-0.316294,1.07419,1.04674,1.07544
03001627,cbf18927a23084bd4a62dd9e5e4067d1,6.25456,3.84065,0.410942,0.29007,0.24104,0.673072,0.636186,1.28216,1.1492,1.28753
03001627,9368cd9028151e1e9d51a07a5989d077,3.35959,1.33912,0.652929,0.617229,0.594611,-0.36715,-0.361479,1.32364,1.41167,1.26156
04379243,612117acf07984468e52a975e7251969,3.40195,4.95155,0.459925,0.383949,0.242108,0.664606,0.59352,3.76183,2.06672,3.90018
03001627,60167ae64899f8ae966a40fb39b34846,1.68385,3.3755,0.953619,0.819383,0.480197,-0.247836,-0.191311,1.03073,1.12769,1.05507
03001627,d8e2bf1107567774504721639e19f609,4.82433,3.07363,0.552101,0.664208,0.709072,0.176735,0.157508,1.22631,1.18921,1.16148
03001627,cbf18927a23084bd4a62dd9e5e4067d1,6.71526,4.24875,0.389741,0.618091,0.585518,-0.351124,-0.389672,1.30206,1.16138,1.31559
03001627,cbf18927a23084bd4a62dd9e5e4067d1,4.16541,2.74706,0.545439,0.812393,0.558052,-0.0463749,0.162618,0.924269,1.09303,0.849018
03001627,60167ae64899f8ae966a40fb39b34846,1.86304,3.90689,0.93606,0.749187,-0.519966,0.293872,0.286343,1.15938,1.16652,1.43286
03001627,9368cd9028151e1e9d51a07a5989d077,3.23157,3.20481,0.610918,0.697045,0.529556,0.448815,0.179621,9.38247,1.61713,9.25778
03001627,9368cd9028151e1e9d51a07a5989d077,4.71317,2.51256,0.602022,0.877373,0.299028,0.214345,0.307985,19.0793,6.83355,12.1907
03001627,9368cd9028151e1e9d51a07a5989d077,6.73966,2.4651,0.597924,0.898028,0.217546,0.287044,0.252638,46.5975,7.20857,20.142
03001627,cbf18927a23084bd4a62dd9e5e4067d1,1.23675,4.47335,0.989017,0.557128,0.721374,0.163632,0.377429,1.09172,1.15296,1.08591
03001627,cbf18927a23084bd4a62dd9e5e4067d1,4.40719,5.55133,0.976485,0.371275,0.722954,-0.374209,0.446609,1.23111,1.15295,1.23416
03001627,60167ae64899f8ae966a40fb39b34846,1.36179,6.39399,1.16554,-0.396939,0.112817,0.672833,0.614009,1.04353,1.04119,1.08304
